,EPS,Ticker,Quarter-Year,CFPS,PE_Ratio,Market_Cap,ROE,Price_Sales_Ratio,Payout_Ratio,Debt_Equity_Ratio,Quarter,Final_Rating
0,-2.382435575621152,AMRS,2019,-0.4287829634918327,-3.4141503113799847,268632174.8,0.3076195279481736,6.6270025360173666,0.0,-1.629321635643549,4.0,0
1,-2.382435575621152,AMRS,2019,-0.6044174695369107,-5.340484699808535,312396993.0,0.27332535885167464,8.93763033216033,0.0,-1.5986234674043065,3.0,0
2,-2.382435575621152,AMRS,2019,-0.25081553359764075,-6.59264220331863,251100556.24,0.21011634514070093,4.00517683095671,0.0,-1.6775270175593449,2.0,0
3,-2.382435575621152,AMRS,2019,-0.4770870555767329,-5.242124063221775,347254024.32000005,0.2781718086647602,24.158482281897868,0.0,-1.4415399538920872,1.0,0
4,-2.2242189004193955,AMRS,2018,-0.663895500560093,1.1627608573574442,100631138.4,-0.3974402542295046,1.221459209088923,0.0,-1.5874694612318374,4.0,0
5,-2.2242189004193955,AMRS,2018,-0.6272296017205959,-6.045001992213229,413000581.11,0.3308090467590194,27.781553956007,0.0,-1.5940240259142873,3.0,0
6,-2.2242189004193955,AMRS,2018,-0.5170415231840172,229.89635616438355,352431114.0,-0.006013816478563275,15.194926015348795,0.0,-1.4654607650453293,2.0,0
7,-2.2242189004193955,AMRS,2018,-0.4998720240755552,-3.6927373724534407,337870698.63,0.31318372879499434,14.691307880250454,0.0,-1.4044525377548367,1.0,0
8,-2.242511449120206,AMRS,2017,0.06309379085788022,-99.60954292773316,161267850.0,0.008069017762803771,2.001139747853278,0.0,-1.7549839516756045,4.0,0
9,-2.242511449120206,AMRS,2017,-1.5568771316658463,-2.5068972368611764,86480433.98,0.17569315704769084,3.574014711741125,0.0,-1.7057927760914295,3.0,0
10,-2.242511449120206,AMRS,2017,-1.6388381558043896,75.70244705526771,87663433.69,-0.005781818726501999,3.4136851125389405,0.0,-1.5627287388345492,2.0,0
11,-2.242511449120206,AMRS,2017,-0.08755022975927504,-62.86472531107008,2349317649.6,0.1761221181216657,180.99519642526963,0.0,-1.449808660244689,1.0,0
12,-0.40821137217899545,AMRS,2016,-0.1551080751707314,-44.01521429596964,2145961773.0,0.2643335411640326,96.49976495188416,0.0,-1.704128602022283,4.0,0
13,-0.40821137217899545,AMRS,2016,-0.02825743701633145,-181.25661021314386,3571661504.25,0.1213481623805301,134.55119624223016,0.0,-1.6122462804217164,3.0,0
14,-0.40821137217899545,AMRS,2016,-0.0703902176821641,-83.7436938854489,1136066951.25,0.08805088596092685,118.36496678995623,0.0,-1.6871097553060297,2.0,0
15,-0.40821137217899545,AMRS,2016,-0.11459001001850568,-207.09127997778938,3170153313.9,0.09770544119993617,359.79495107252296,0.0,-1.6516993776926758,1.0,0
16,-1.7174645028035884,AMRS,2015,-0.25925166524397897,-66.75018480686695,2799502750.8,0.2653338816309746,284.3000660911953,0.0,-1.6971688862176952,4.0,0
17,-1.7174645028035884,AMRS,2015,-0.19406010450814928,-33.09006920835072,2537611227.4500003,0.5432354128739313,295.3801917646374,0.0,-1.9564351946957192,3.0,0
18,-1.7174645028035884,AMRS,2015,-0.3706337796191831,-42.80391951995251,2018718452.4,0.2074422696283264,257.39110702537295,0.0,-1.7085330987464262,2.0,0
19,-1.7174645028035884,AMRS,2015,-0.0413521230345324,-51.38776795568482,2685627528.9,0.28165689402431665,341.1620336509146,0.0,-2.0404307148400447,1.0,0
20,0.027640271572109514,AMRS,2014,-0.2627675286834463,34.878735854327246,2022722528.4,-0.4659868865104619,174.5984055589124,0.0,-2.737079355896249,4.0,1
21,0.027640271572109514,AMRS,2014,-0.3618850345758245,-94.93402488956151,3481420560.75,0.20372654244858504,213.0481953827795,0.0,-2.4368798817817185,3.0,1
22,0.027640271572109514,AMRS,2014,-0.3329025825579813,-128.69837498169528,4570079295.599999,0.25548416803965723,491.0367782959063,0.0,-3.044355389917333,2.0,1
23,0.027640271572109514,AMRS,2014,-0.1295450961408655,248.02179545121055,4056644486.4,-0.14623286752675482,671.5187032610494,0.0,-3.1170506665236166,1.0,1
24,-3.112473545094476,AMRS,2013,-0.48275689364521795,-35.80153270347795,4992523735.5,1.0309468890466051,324.25301912710273,0.0,-2.470191625266146,4.0,0
25,-3.112473545094476,AMRS,2013,-0.32136067911030664,-121.92907239970282,2954097566.1,-23.98811881188119,421.7729249143346,0.0,192.83960396039603,3.0,0
26,-3.112473545094476,AMRS,2013,-0.2810545518337449,-79.12095781723802,3078912952.5,-1.867543312377021,283.796935431837,0.0,8.734366751451745,2.0,0
27,-3.112473545094476,AMRS,2013,-0.3313468889541852,-92.55515667646604,2990919888.0,-0.5443534802237046,380.0889424323294,0.0,3.061518765581834,1.0,0
28,-3.6325941653414375,AMRS,2012,-0.5497209353898681,-57.3498881758151,2501258022.9,-0.649926981193932,427.2733213016741,0.0,2.6186630107590974,4.0,0
29,-3.6325941653414375,AMRS,2012,-0.5055177178802875,-111.58001086668631,2274893261.55,-0.2631898276641064,119.05449348702116,0.0,2.3767507906796617,3.0,0
30,-3.6325941653414375,AMRS,2012,-0.5527550895351223,-60.640617950567524,2858295527.1,-0.5121532493779405,148.38267804080363,0.0,2.206273836558626,2.0,0
31,-3.6325941653414375,AMRS,2012,-1.2318429817610128,-24.843579438543248,2357556314.4,-0.7140621237659524,80.00123229156063,0.0,1.4237599325788586,1.0,0
32,-4.007026398056245,AMRS,2011,-0.5966197144868409,-105.25133729541186,6276347745.599999,-0.3702655043091672,151.0953018994198,0.0,0.9876251148697316,4.0,0
33,-4.007026398056245,AMRS,2011,-0.4027169599426041,-316.522073548299,13899750337.8,-0.21564419738657736,383.16656571286813,0.0,0.479574348976876,3.0,0
34,-4.007026398056245,AMRS,2011,-4.3319593452887295,-358.7750213461628,15362028864.0,-0.1709977196576691,480.03339991250544,0.0,0.296564310845404,2.0,0
35,-4.007026398056245,AMRS,2011,-0.7636745241435218,-524.4753747216944,17384785245.899998,-0.11818544850356193,467.65979571474685,0.0,0.24826538689181574,1.0,0
36,-5.578745861003852,AMRS,2010,-1.6455245068935145,-270.0988516662769,6929656138.349999,-0.08342166700265978,233.0941551464899,0.0,0.16226840862830275,4.0,0
37,-5.578745861003852,AMRS,2010,-7.430394539147855,-33.14036187968805,667148625.0,-0.06344488952060989,27.53967492260062,0.0,0.15064339944342714,3.0,0
38,-0.003796497454792048,CGC,2020,-4.2941727628875,-4.2144108327543695,5568610608.0,-0.2704109928818209,13.964397219463756,0.0,0.4034459583632977,1.0,0
39,0.0,CGC,2019,,,,,,,,,0
40,-0.3500336216962717,CGC,2018,,,,,,,,,0
41,-3.1971214528771728,TLRY,2019,-1.1752844988541564,-8.770711474854295,1930758111.94,-0.7716767564876906,41.13597477288222,0.0,2.1420298593267453,4.0,0
42,-3.1971214528771728,TLRY,2019,-0.8451290127270269,-60.22349132406526,2148653723.46,-0.08581620160240915,42.04719523023033,0.0,1.5019903836208863,3.0,0
43,-3.1971214528771728,TLRY,2019,-1.0715333448802549,-111.67300681596441,3914473907.92,-0.09732429678454717,85.27522455385152,0.0,1.8434892702551875,2.0,0
44,-3.1971214528771728,TLRY,2019,-0.3578379383281544,-160.71917649021483,4869951766.83,-0.07933860494344365,211.38778395824292,0.0,1.8189044826141598,1.0,0
45,-0.8158448458092634,TLRY,2018,-0.42591430568029337,-207.41036946950885,6431588146.88,-0.1568860578893313,414.11294487669824,0.0,2.3223224539976624,4.0,0
46,-0.8158448458092634,TLRY,2018,-0.359711681827164,-448.7849296363637,8392278184.2,-0.09940780590493,835.3018994923857,0.0,0.18970943151493244,3.0,0
47,-0.8158448458092634,TLRY,2018,-0.45332,26.65649995331611,1713000000.0,1.823863313844582,-0.5981753034264305,-0.4347514861037627,2.0220241811886246,2.0,0
48,-2.4929613968889552,CARA,2019,-0.7304074802387935,-23.861777917584142,682709328.0,-0.15323517912518142,151.34323387275552,0.0,0.24768494962857435,4.0,0
49,-2.4929613968889552,CARA,2019,-0.6205395918153159,-25.599561396991657,840740795.4000001,-0.15499259063494011,145.33116601555747,0.0,0.2449385069893437,3.0,0
50,-2.4929613968889552,CARA,2019,-0.627501609259538,-41.051455030487794,942541407.5,-0.23064945502034254,180.97953293010752,0.0,0.5032497865287056,2.0,0
51,-2.4929613968889552,CARA,2019,-0.6962178182560766,-34.36509313114753,754657445.16,-0.19175354953633364,172.21758219078046,0.0,0.489556591746564,1.0,0
52,-2.062057818526542,CARA,2018,-0.6793844311778974,-26.347793712957586,544134635.76,-0.15454613484995885,98.34350908367978,0.0,0.42799521065628976,4.0,0
53,-2.062057818526542,CARA,2018,-0.5914084094413798,-32.5685239871134,631829365.35,-0.12973985153480908,124.81812827933624,0.0,0.42248378251855817,3.0,0
54,-2.062057818526542,CARA,2018,1.2424362101080508,-34.336321532511356,590378712.4300001,-0.2352892878646888,205.4205679993041,0.0,0.9143494444140348,2.0,0
55,-1.862811086246567,CARA,2017,-0.3657679643411969,-8.084555707870967,469914800.52,-0.6697971882922332,515.8230521624588,0.0,0.11781516478451255,4.0,0
56,-1.862811086246567,CARA,2017,-0.3214799781007019,-9.027056938199689,396721098.32,-0.44358762137392255,435.47870287596044,0.0,0.09056866584573148,3.0,0
57,-1.862811086246567,CARA,2017,-0.4011963164476992,-13.273212067039106,418159272.96,-0.28844533968137703,459.0112765751921,0.0,0.08014099981688336,2.0,0
58,-1.862811086246567,CARA,2017,-0.7928298641471155,-19.53665481084489,433791883.42,-0.7586183333902764,476.1711124259056,0.0,0.4793467491202296,1.0,0
59,-2.0997831006171483,CARA,2016,-0.485978082487457,-6.753078446927375,386816333.44,-1.1292262198127156,4497.864342325583,0.0,0.2583144406111385,4.0,0
60,-2.0997831006171483,CARA,2016,-0.490960025749462,-5.268392632264644,186016407.06,-0.4917411771259854,2162.9814774418605,0.0,0.1162920252917746,3.0,0
61,-2.0997831006171483,CARA,2016,-0.42568676597084415,-12.369463835092551,161718370.17999998,-0.15830386981159492,2047.067976962025,0.0,0.11450816099191165,2.0,0
62,-2.0997831006171483,CARA,2016,-0.3610105786994808,-15.552141124205013,166283492.89999998,-0.11263391869541857,23754.7847,0.0,0.07464683388287842,1.0,0
63,-1.0028280644987817,CARA,2015,-0.16957501698187175,-8.974619198055894,221583348.0,-0.23504436236243856,58.26540836181962,0.0,0.05571950801568867,4.0,0
64,-1.0028280644987817,CARA,2015,-0.32926882646964123,-70.26521147064967,336359567.31,-0.0420417519299509,137.85228168442623,0.0,0.03542854131719698,3.0,0
65,-1.0028280644987817,CARA,2015,-0.1866897975033614,-78.28337781491906,444962719.5,-0.1338356486931952,509.1106630434783,0.0,0.09350129503178714,2.0,0
66,-1.0028280644987817,CARA,2015,-0.2300460280582497,-52.29071214544679,245191149.25,-0.098873987854251,501.4133931492843,0.0,0.08919534412955465,1.0,0
67,-0.8463729378155566,CARA,2014,-0.27849938483544856,-54.22397858341322,226222438.65,-0.08075568115829816,247.50813856673958,0.0,0.08269133986295536,4.0,0
68,-0.8463729378155566,CARA,2014,-0.22156153958981387,-28.69373058453513,187025735.95,-0.11779163278214512,166.2450986222222,0.0,0.12717086834733893,3.0,0
69,-0.8463729378155566,CARA,2014,-0.22166624926920636,-65.5557404248366,240720678.84,-0.059641372141372134,250.750707125,0.0,0.10762084199584199,2.0,0
70,-0.8463729378155566,CARA,2014,-0.19745652235433334,-66.58651989654153,225262196.81,-0.05226486219255964,1265.5179596067414,0.0,0.10547212952663453,1.0,0
71,-1.1182258289871119,CRBP,2019,-0.37329642581977257,-0.015601724275689476,414705704.16,-4316.764987458517,161.14337722652243,0.0,6.9808331702548,4.0,0
72,-1.1182258289871119,CRBP,2019,-0.2872619283119841,-0.015702388431787694,326465233.11,-701.4281018518035,126.05891424493868,0.0,1.2985437611352482,3.0,0
73,-1.1182258289871119,CRBP,2019,-0.2625779960822061,177.6887997090102,382502327.76,0.04543973673211775,13.146857191938446,0.0,0.7757096327505921,2.0,0
74,-1.1182258289871119,CRBP,2019,0.16610511294654068,-0.016785559771370927,440365954.56,-620.1943072154571,233.531398486065,0.0,1.396956181907116,1.0,0
75,-0.9767086310093935,CRBP,2018,-0.2511253165167891,-0.023779819963860336,411538130.02,-628.7645890222831,213.53024896928662,0.0,0.7072059342860008,4.0,0
76,-0.9767086310093935,CRBP,2018,-0.15729281073051593,-0.025727874229062232,375658120.2,-340.58693002955954,344.36309119809914,0.0,0.4271175495673832,3.0,0
77,-0.9767086310093935,CRBP,2018,-0.10978247398680188,-0.02257550451552863,272471688.0,-217.52394694365123,319.18580770014734,0.0,0.2667978969511848,2.0,0
78,-0.9767086310093935,CRBP,2018,-0.05089847087192794,-0.028676859342381632,335386910.6,-178.44759940874835,352.87467367814133,0.0,0.1769940202873365,1.0,0
79,-0.6461454923339008,CRBP,2017,-0.1931986982150949,-0.012613258308994629,408942166.95,-561.0871230314102,0.1675858556180961,0.0,0.1591213805601216,4.0,0
80,-0.6461454923339008,CRBP,2017,-0.13029161427510355,-0.05024211786758808,349966295.25,-217.80760831780643,439.4838897944525,0.0,0.20134648305518932,3.0,0
81,-0.6461454923339008,CRBP,2017,-0.1191839395040823,-0.040375933394610604,294618623.5,-194.13553158002404,841.3203940191784,0.0,0.1855607380520926,2.0,0
82,-0.6461454923339008,CRBP,2017,-0.14394270540988752,-0.0447323553778954,333946670.40000004,-171.28043952220776,258.1336050095192,0.0,0.16109039181956744,1.0,0
83,-0.4861419933015891,CRBP,2016,-0.13186607417588975,-0.03559325690282057,269450742.9,-848.7583296101068,717.2538209066468,0.0,1.0055735721729495,4.0,0
84,-0.4861419933015891,CRBP,2016,-0.08165097179276236,-0.0393343532017847,210311661.0,-401.5826965401477,283.22590423913016,0.0,0.4838962256874013,3.0,0
85,-0.4861419933015891,CRBP,2016,-0.06937296602748405,-0.02524228983878564,105749821.87,-237.3126345486337,266.64234784340823,0.0,0.2817580658939082,2.0,0
86,-0.4861419933015891,CRBP,2016,-0.06861522645399401,-0.02912470655107925,84235670.4,-451.62989359630615,212.3956005829581,0.0,0.6388604821949757,1.0,0
87,-0.2823189175042093,CRBP,2015,-0.031791559496774265,-0.017691424360490596,44203704.45,-278.0848324041932,121.34140867765421,0.0,0.4329759232321389,4.0,0
88,-0.2823189175042093,CRBP,2015,-0.08508726897628485,-0.02114786010821315,47664844.68,-201.71105162688173,279.6346502868809,0.0,0.1933124094424204,3.0,0
89,-0.2823189175042093,CRBP,2015,0.0001882033461684863,-0.020837532542893947,53397031.48,-378.56249305672094,469.8953806892183,0.0,0.4129943614665151,2.0,0
90,-0.12601698989888868,CRBP,2014,4.277134418347553,0.7741022491268432,54728868.0,10.077135496678812,-0.3902375699668437,0.0,0.08747107625549078,3.0,0
91,2.2259590730755576,IIPR,2019,1.88203772874989,99.57049442940821,985947035.84,0.018069013339172643,55.791480072430964,0.8953746717834781,0.3610280834291345,4.0,1
92,2.2259590730755576,IIPR,2019,1.0377639413657922,112.391861202454,732794935.04,0.014495879123933096,63.417995243617476,0.90260736196319,0.3854458705642499,3.0,1
93,2.2259590730755576,IIPR,2019,0.8751353852752756,308.50530589097303,1052620103.7,0.012818008324943272,122.15621488917256,1.2930832356389217,0.6181082543164981,2.0,1
94,2.2259590730755576,IIPR,2019,0.637159168216539,225.99806193353473,822858943.5,0.01356678689599666,120.60075384728123,0.9395770392749244,0.5664888067487406,1.0,1
95,0.9784349299448994,IIPR,2018,0.8603503707546991,164.147696024006,437617757.6,0.01008732765274772,91.49440886472924,0.8908477119279821,0.06498115720490973,4.0,1
96,0.9784349299448994,IIPR,2018,0.9168670666421628,144.0102594978166,263826795.4,0.012125223376795287,67.19989694345391,0.9257641921397379,0.10008604143225892,3.0,1
97,0.9784349299448994,IIPR,2018,0.3735402545120277,130.188299922179,200750358.48,0.0101725104726721,59.0268622405175,1.0998702983138782,0.06672164132334994,2.0,1
98,0.9784349299448994,IIPR,2018,0.23030078472230486,212.5570850793651,200866445.4,0.006228825289689811,75.03415965633172,0.925925925925926,0.04735225490066836,1.0,1
99,-0.021331538323886227,IIPR,2017,-0.7054221215162931,153.5837628995058,93225344.08,0.008253001400426927,15.072812300727565,0.8649093904448105,0.08809093257556187,4.0,0
100,-0.021331538323886227,IIPR,2017,-0.00237437479743615,199.63654287425152,66678605.32,0.005570380253502335,1709.7078287179486,0.0,0.1698298865910607,3.0,0
101,-0.021331538323886227,IIPR,2017,0.2588223730943868,-140.4268714454976,59260139.74999999,-0.00703591316816166,47.25688975279107,-1.2440758293838865,0.06559071659608523,2.0,0
102,-0.021331538323886227,IIPR,2017,0.1862686567164179,-102.03045685279189,60300000.0,-0.009749579332871423,46.74418604651163,0.0,0.047659111155102435,1.0,0
103,-8.5,IIPR,2016,,,,,,,,,0
104,-1.16288251436856,NBEV,2019,-0.1765779526743644,-2.0295205843495157,133645960.0,-0.7136385803305337,2.2565801604052345,0.0,1.72153887835275,4.0,0
105,-1.16288251436856,NBEV,2019,-0.323879817112998,-19.26822307476373,205919500.0,-0.07122434970375949,2.9489531420060717,0.0,1.0905183042646638,3.0,0
106,-1.16288251436856,NBEV,2019,-130.377408287147,-0.02530108723568188,295542.0,-0.07402408111533587,0.0044544221378187724,0.0,1.1020342205323197,2.0,0
107,-1.16288251436856,NBEV,2019,240.18256975542545,-0.155209900990099,250819.2,-0.010330169079809506,0.004301699624401873,0.0,1.233841531626554,1.0,0
112,-0.11549084013701628,NBEV,2017,0.0702610219467891,-0.032816455361339585,116036557.74,-67.04695499293632,10.317738486297335,0.0,0.2831754792625553,4.0,0
113,-0.11549084013701628,NBEV,2017,-0.13383619393907542,-143.81750868945514,69016871.88,-0.008762101473618687,4.586026979712521,0.0,0.2637645934831117,3.0,0
114,-0.11549084013701628,NBEV,2017,-0.00016235877651536173,46180.77191918714,115298701996.74,0.04499481637668136,7633.251692375831,0.0,0.2442737299131668,2.0,0
115,-0.11549084013701628,NBEV,2017,-0.13451806870274455,-0.12721432306878874,89985560.28,-24.479700720523127,8.341418263091803,0.0,0.3942160194795507,1.0,0
116,0.19233215427233852,NBEV,2016,0.4467205460272124,19.12500493575087,77069600.64,0.8260028278291512,7.309156308260404,0.0,4.478158114922682,4.0,1
117,0.19233215427233852,NBEV,2016,-0.33138488005491845,18.6684174199598,35259170.660000004,0.2865967539286083,2.615275128074356,0.0,3.1738080641930653,3.0,1
118,0.19233215427233852,NBEV,2016,-0.010024847237733472,-0.0141197736204952,28205928.06,-322.17312544311284,41.072207909834866,0.0,3.2790370766518318,2.0,1
119,0.19233215427233852,NBEV,2016,-0.006101459536756824,-0.021453973195826138,6174260.4,-1276.3765384188935,10.486175951086958,0.0,4.70772812950438,1.0,1
120,-8.5,NBEV,2015,-0.01743292926679984,-5.358698532218588,3579691000.0,-1349.2199744704228,6.605936629205189,0.0,1.3606961657160401,4.0,0
121,-8.5,NBEV,2015,-5.903573987317426,-0.015438001845688902,5905236.4,-330.7139374111642,8.349727743316597,0.0,1.1742444416009297,3.0,0
122,-8.5,NBEV,2015,8.447973467542096e-06,25458.90219640526,4466077000.0,0.12192592685264535,3480.8176429051314,0.0,0.8190937101003846,2.0,0
123,-8.5,NBEV,2015,-0.008447973467542095,-0.030550682635686312,5359292.3999999985,-278.8285016284056,22.018547323530502,0.0,1.6288856428506715,1.0,0
124,-0.10090508039955949,NBEV,2014,-0.0010740664188528006,-0.004200607679585675,4211117.6000000015,-1840.9732806904785,17.24638004046295,0.0,1.3965990267193096,4.0,0
125,-0.10090508039955949,NBEV,2014,-0.051726708773740776,-0.256171232491685,5468487.3,-41.93711887848117,18.19360186577592,0.0,1.6508042842773625,3.0,0
126,0.5972183502152836,TRST,2019,0.12973804582391146,55.99093693823254,778665959.9999999,0.025837100121317517,20.36207107554718,0.4755878334651614,8.700425633108347,4.0,1
127,0.5972183502152836,TRST,2019,0.18932093983991735,56.483444384008706,830758500.0,0.027953314847300167,21.498292058070025,0.448259450639108,8.925572493694919,3.0,1
128,0.5972183502152836,TRST,2019,0.17733303025293434,53.77988682075408,788789600.0,0.028444815080581037,20.126804623510505,0.4495125110792936,9.138413203265907,2.0,1
129,0.5972183502152836,TRST,2019,0.12243653353179525,53.16334661354581,773952000.0,0.02901629999322328,19.479311386288128,0.4523286165682099,9.277329097221946,1.0,1
130,0.6367027615149474,TRST,2018,0.1853582715921455,46.889162976361256,751773950.0,0.03272902457994043,18.453421782567073,0.4114014844383459,9.122895619459,4.0,1
131,0.6367027615149474,TRST,2018,0.15983950732481106,48.2931331008619,734007330.0,0.031855851173085065,18.11335118327863,0.41667214948351866,9.239293005084695,3.0,1
132,0.6367027615149474,TRST,2018,0.204831900084024,56.632849724115545,872429050.0000001,0.032719858118369215,11.00024019669651,0.4105160662122688,9.493631256438304,2.0,1
133,0.6367027615149474,TRST,2018,0.1135719697362822,55.63331645056726,823818150.0000001,0.032045219942998984,7226.475,0.4265262020529443,9.672140264922731,1.0,1
134,0.4489080334196918,TRST,2017,0.13586374088293746,112.92585574572128,831360150.0,0.016063433324314653,21.18222966775377,0.8584623743547949,9.70897300505337,4.0,1
135,0.4489080334196918,TRST,2017,0.15040053335000053,68.97212210225469,868772850.0000001,0.027687897865156685,22.17445187472881,0.5003175611305176,9.705595171104,3.0,1
